Week 1 | Player Corp (ID: 1) | Development Start | Started New Product 1
Week 1 | Auto Dealer E (ID: 11) | B2B Order | Ordered 8 units from Maker ID 1 for 25892968 yen
Week 1 | Auto Dealer E (ID: 11) | B2B Order | Ordered 8 units from Maker ID 1 for 25892968 yen
Week 1 | Auto Dealer E (ID: 11) | B2B Order | Ordered 8 units from Maker ID 2 for 26960960 yen
Week 1 | Auto Dealer E (ID: 11) | B2B Order | Ordered 8 units from Maker ID 1 for 25892968 yen
Week 1 | Auto Dealer E (ID: 11) | B2B Order | Ordered 8 units from Maker ID 5 for 26551448 yen
Week 1 | Auto Dealer E (ID: 11) | B2B Order | Ordered 8 units from Maker ID 3 for 26354168 yen
Week 1 | Auto Dealer E (ID: 11) | B2B Order | Ordered 8 units from Maker ID 6 for 26552576 yen
Week 1 | Auto Dealer E (ID: 11) | B2B Order | Ordered 7 units from Maker ID 1 for 22656347 yen
Week 1 | Auto Dealer E (ID: 11) | B2B Order | Ordered 8 units from Maker ID 6 for 26552576 yen
Week 1 | Auto Dealer E (ID: 11) | B2B Order | Ordered 8 units from Maker ID 5 for 26551448 yen
Week 1 | Auto Dealer E (ID: 11) | B2B Order | Ordered 8 units from Maker ID 3 for 26354168 yen
Week 1 | Auto Dealer E (ID: 11) | B2B Order | Ordered 8 units from Maker ID 4 for 26350928 yen
Week 1 | Auto Dealer E (ID: 11) | B2B Order | Ordered 8 units from Maker ID 3 for 26354168 yen
Week 1 | Auto Dealer E (ID: 11) | B2B Order | Ordered 8 units from Maker ID 4 for 26350928 yen
Week 1 | Auto Dealer E (ID: 11) | B2B Order | Ordered 8 units from Maker ID 1 for 25892968 yen
Week 1 | Auto Dealer E (ID: 11) | B2B Order | Ordered 7 units from Maker ID 4 for 23057062 yen
Week 1 | Auto Dealer E (ID: 11) | B2B Order | Ordered 4 units from Maker ID 1 for 12946484 yen
Week 1 | Auto Dealer E (ID: 11) | Advertising | Brand Ad (Budget: 50000000)
Week 1 | Auto Dealer F (ID: 12) | HR Hiring Offer | Offered 2560000 yen to NPC_4172 (ID: 24505)
Week 1 | Auto Dealer F (ID: 12) | HR Hiring Offer | Offered 2160000 yen to NPC_8195 (ID: 24494)
Week 1 | Auto Dealer F (ID: 12) | HR Hiring Offer | Offered 2480000 yen to NPC_9225 (ID: 24309)
Week 1 | Auto Dealer F (ID: 12) | HR Promotion | Promoted NPC_7399 to CxO
Week 1 | Auto Dealer F (ID: 12) | HR Promotion | Promoted NPC_8751 to CxO
Week 1 | Auto Dealer F (ID: 12) | HR Promotion | Promoted NPC_4923 to CxO
Week 1 | Auto Dealer F (ID: 12) | HR Promotion | Promoted NPC_5834 to CxO
Week 1 | Auto Dealer F (ID: 12) | B2B Order | Ordered 6 units from Maker ID 1 for 19419726 yen
Week 1 | Auto Dealer F (ID: 12) | B2B Order | Ordered 6 units from Maker ID 6 for 19914432 yen
Week 1 | Auto Dealer F (ID: 12) | B2B Order | Ordered 6 units from Maker ID 3 for 19765626 yen
Week 1 | Auto Dealer F (ID: 12) | B2B Order | Ordered 5 units from Maker ID 1 for 16183105 yen
Week 1 | Auto Dealer F (ID: 12) | B2B Order | Ordered 6 units from Maker ID 1 for 19419726 yen
Week 1 | Auto Dealer F (ID: 12) | B2B Order | Ordered 5 units from Maker ID 5 for 16594655 yen
Week 1 | Auto Dealer F (ID: 12) | B2B Order | Ordered 6 units from Maker ID 6 for 19914432 yen
Week 1 | Auto Dealer F (ID: 12) | B2B Order | Ordered 5 units from Maker ID 3 for 16471355 yen
Week 1 | Auto Dealer F (ID: 12) | B2B Order | Ordered 6 units from Maker ID 3 for 19765626 yen
Week 1 | Auto Dealer F (ID: 12) | B2B Order | Ordered 6 units from Maker ID 1 for 19419726 yen
Week 1 | Auto Dealer F (ID: 12) | B2B Order | Ordered 5 units from Maker ID 2 for 16850600 yen
Week 1 | Auto Dealer F (ID: 12) | B2B Order | Ordered 5 units from Maker ID 5 for 16594655 yen
Week 1 | Auto Dealer F (ID: 12) | B2B Order | Ordered 6 units from Maker ID 5 for 19913586 yen
Week 1 | Auto Dealer F (ID: 12) | B2B Order | Ordered 5 units from Maker ID 2 for 16850600 yen
Week 1 | Auto Dealer F (ID: 12) | B2B Order | Ordered 5 units from Maker ID 2 for 16850600 yen
Week 1 | Auto Dealer F (ID: 12) | B2B Order | Ordered 5 units from Maker ID 3 for 16471355 yen
Week 1 | Auto Dealer F (ID: 12) | B2B Order | Ordered 5 units from Maker ID 3 for 16471355 yen
Week 1 | Auto Dealer F (ID: 12) | B2B Order | Ordered 6 units from Maker ID 3 for 19765626 yen
Week 1 | Auto Dealer F (ID: 12) | B2B Order | Ordered 5 units from Maker ID 3 for 16471355 yen
Week 1 | Auto Dealer F (ID: 12) | B2B Order | Ordered 5 units from Maker ID 2 for 16850600 yen
Week 1 | Auto Dealer F (ID: 12) | B2B Order | Ordered 6 units from Maker ID 6 for 19914432 yen
Week 1 | Auto Dealer F (ID: 12) | B2B Order | Ordered 5 units from Maker ID 4 for 16469330 yen
Week 1 | Auto Dealer F (ID: 12) | B2B Order | Ordered 5 units from Maker ID 6 for 16595360 yen
Week 1 | Auto Dealer F (ID: 12) | B2B Order | Ordered 5 units from Maker ID 1 for 16183105 yen
Week 1 | Auto Dealer F (ID: 12) | B2B Order | Ordered 5 units from Maker ID 2 for 16850600 yen
Week 1 | Auto Dealer F (ID: 12) | B2B Order | Ordered 5 units from Maker ID 1 for 16183105 yen
Week 1 | Auto Dealer F (ID: 12) | B2B Order | Ordered 5 units from Maker ID 3 for 16471355 yen
Week 1 | Auto Dealer F (ID: 12) | B2B Order | Ordered 5 units from Maker ID 5 for 16594655 yen
Week 1 | Auto Dealer F (ID: 12) | B2B Order | Ordered 5 units from Maker ID 2 for 16850600 yen
Week 1 | Auto Dealer F (ID: 12) | B2B Order | Ordered 5 units from Maker ID 4 for 16469330 yen
Week 1 | Auto Dealer F (ID: 12) | B2B Order | Ordered 5 units from Maker ID 1 for 16183105 yen
Week 1 | Auto Dealer F (ID: 12) | B2B Order | Ordered 5 units from Maker ID 1 for 16183105 yen
Week 1 | Auto Dealer F (ID: 12) | B2B Order | Ordered 5 units from Maker ID 1 for 16183105 yen
Week 1 | Auto Dealer F (ID: 12) | B2B Order | Ordered 5 units from Maker ID 6 for 16595360 yen
Week 1 | Auto Dealer F (ID: 12) | B2B Order | Ordered 5 units from Maker ID 1 for 16183105 yen
Week 1 | Auto Dealer F (ID: 12) | B2B Order | Ordered 5 units from Maker ID 5 for 16594655 yen
Week 1 | Auto Dealer F (ID: 12) | B2B Order | Ordered 5 units from Maker ID 5 for 16594655 yen
Week 1 | Auto Dealer F (ID: 12) | B2B Order | Ordered 5 units from Maker ID 3 for 16471355 yen
Week 1 | Auto Dealer F (ID: 12) | B2B Order | Ordered 5 units from Maker ID 6 for 16595360 yen
Week 1 | Auto Dealer F (ID: 12) | B2B Order | Ordered 4 units from Maker ID 4 for 13175464 yen
Week 1 | Auto Dealer F (ID: 12) | B2B Order | Ordered 4 units from Maker ID 4 for 13175464 yen
Week 1 | Auto Dealer F (ID: 12) | B2B Order | Ordered 5 units from Maker ID 5 for 16594655 yen
Week 1 | Auto Dealer F (ID: 12) | B2B Order | Ordered 5 units from Maker ID 4 for 16469330 yen
Week 1 | Auto Dealer F (ID: 12) | B2B Order | Ordered 5 units from Maker ID 2 for 16850600 yen
Week 1 | Auto Dealer F (ID: 12) | B2B Order | Ordered 4 units from Maker ID 4 for 13175464 yen
Week 1 | Auto Dealer F (ID: 12) | B2B Order | Ordered 5 units from Maker ID 2 for 16850600 yen
Week 1 | Auto Dealer F (ID: 12) | Advertising | Brand Ad (Budget: 50000000)
Week 1 | Auto Dealer G (ID: 13) | HR Hiring Offer | Offered 2000000 yen to NPC_3830 (ID: 24379)
Week 1 | Auto Dealer G (ID: 13) | HR Hiring Offer | Offered 2480000 yen to NPC_9225 (ID: 24309)
Week 1 | Auto Dealer G (ID: 13) | HR Hiring Offer | Offered 2720000 yen to NPC_6983 (ID: 24273)
Week 1 | Auto Dealer G (ID: 13) | HR Promotion | Promoted NPC_3944 to CxO
Week 1 | Auto Dealer G (ID: 13) | HR Promotion | Promoted NPC_7949 to CxO
Week 1 | Auto Dealer G (ID: 13) | HR Promotion | Promoted NPC_4820 to CxO
Week 1 | Auto Dealer G (ID: 13) | B2B Order | Ordered 9 units from Maker ID 4 for 29644794 yen
Week 1 | Auto Dealer G (ID: 13) | B2B Order | Ordered 8 units from Maker ID 4 for 26350928 yen
Week 1 | Auto Dealer G (ID: 13) | B2B Order | Ordered 8 units from Maker ID 3 for 26354168 yen
Week 1 | Auto Dealer G (ID: 13) | B2B Order | Ordered 8 units from Maker ID 5 for 26551448 yen
Week 1 | Auto Dealer G (ID: 13) | B2B Order | Ordered 8 units from Maker ID 4 for 26350928 yen
Week 1 | Auto Dealer G (ID: 13) | B2B Order | Ordered 8 units from Maker ID 5 for 26551448 yen
Week 1 | Auto Dealer G (ID: 13) | B2B Order | Ordered 7 units from Maker ID 2 for 23590840 yen
Week 1 | Auto Dealer G (ID: 13) | B2B Order | Ordered 8 units from Maker ID 5 for 26551448 yen
Week 1 | Auto Dealer G (ID: 13) | B2B Order | Ordered 8 units from Maker ID 1 for 25892968 yen
Week 1 | Auto Dealer G (ID: 13) | B2B Order | Ordered 8 units from Maker ID 3 for 26354168 yen
Week 1 | Auto Dealer G (ID: 13) | B2B Order | Ordered 8 units from Maker ID 1 for 25892968 yen
Week 1 | Auto Dealer G (ID: 13) | B2B Order | Ordered 8 units from Maker ID 6 for 26552576 yen
Week 1 | Auto Dealer G (ID: 13) | B2B Order | Ordered 8 units from Maker ID 4 for 26350928 yen
Week 1 | Auto Dealer G (ID: 13) | B2B Order | Ordered 7 units from Maker ID 1 for 22656347 yen
Week 1 | Auto Dealer G (ID: 13) | B2B Order | Ordered 7 units from Maker ID 6 for 23233504 yen
Week 1 | Auto Dealer G (ID: 13) | B2B Order | Ordered 7 units from Maker ID 3 for 23059897 yen
Week 1 | Auto Dealer G (ID: 13) | B2B Order | Ordered 7 units from Maker ID 3 for 23059897 yen
Week 1 | Auto Dealer G (ID: 13) | B2B Order | Ordered 8 units from Maker ID 5 for 26551448 yen
Week 1 | Auto Dealer G (ID: 13) | B2B Order | Ordered 8 units from Maker ID 1 for 25892968 yen
Week 1 | Auto Dealer G (ID: 13) | B2B Order | Ordered 7 units from Maker ID 4 for 23057062 yen
Week 1 | Auto Dealer G (ID: 13) | B2B Order | Ordered 8 units from Maker ID 4 for 26350928 yen
Week 1 | Auto Dealer G (ID: 13) | B2B Order | Ordered 7 units from Maker ID 6 for 23233504 yen
Week 1 | Auto Dealer G (ID: 13) | B2B Order | Ordered 8 units from Maker ID 6 for 26552576 yen
Week 1 | Auto Dealer G (ID: 13) | B2B Order | Ordered 7 units from Maker ID 2 for 23590840 yen
Week 1 | Auto Dealer G (ID: 13) | B2B Order | Ordered 7 units from Maker ID 5 for 23232517 yen
Week 1 | Auto Dealer G (ID: 13) | B2B Order | Ordered 7 units from Maker ID 3 for 23059897 yen
Week 1 | Auto Dealer G (ID: 13) | B2B Order | Ordered 7 units from Maker ID 3 for 23059897 yen
Week 1 | Auto Dealer G (ID: 13) | B2B Order | Ordered 7 units from Maker ID 1 for 22656347 yen
Week 1 | Auto Dealer G (ID: 13) | B2B Order | Ordered 7 units from Maker ID 5 for 23232517 yen
Week 1 | Auto Dealer G (ID: 13) | B2B Order | Ordered 8 units from Maker ID 2 for 26960960 yen
Week 1 | Auto Dealer G (ID: 13) | B2B Order | Ordered 7 units from Maker ID 5 for 23232517 yen
Week 1 | Auto Dealer G (ID: 13) | B2B Order | Ordered 1 units from Maker ID 5 for 3318931 yen
Week 1 | Auto Dealer G (ID: 13) | Advertising | Brand Ad (Budget: 50000000)
Week 1 | Auto Dealer H (ID: 14) | HR Hiring Offer | Offered 3360000 yen to NPC_8773 (ID: 24417)
Week 1 | Auto Dealer H (ID: 14) | HR Hiring Offer | Offered 2240000 yen to NPC_6748 (ID: 24444)
Week 1 | Auto Dealer H (ID: 14) | HR Hiring Offer | Offered 2000000 yen to NPC_7455 (ID: 24182)
Week 1 | Auto Dealer H (ID: 14) | HR Promotion | Promoted NPC_7139 to CxO
Week 1 | Auto Dealer H (ID: 14) | HR Promotion | Promoted NPC_9294 to CxO
Week 1 | Auto Dealer H (ID: 14) | HR Promotion | Promoted NPC_1898 to CxO
Week 1 | Auto Dealer H (ID: 14) | HR Promotion | Promoted NPC_4026 to CxO
Week 1 | Auto Dealer H (ID: 14) | B2B Order | Ordered 8 units from Maker ID 4 for 26350928 yen
Week 1 | Auto Dealer H (ID: 14) | B2B Order | Ordered 8 units from Maker ID 6 for 26552576 yen
Week 1 | Auto Dealer H (ID: 14) | B2B Order | Ordered 8 units from Maker ID 1 for 25892968 yen
Week 1 | Auto Dealer H (ID: 14) | B2B Order | Ordered 8 units from Maker ID 1 for 25892968 yen
Week 1 | Auto Dealer H (ID: 14) | B2B Order | Ordered 8 units from Maker ID 3 for 26354168 yen
Week 1 | Auto Dealer H (ID: 14) | B2B Order | Ordered 8 units from Maker ID 1 for 25892968 yen
Week 1 | Auto Dealer H (ID: 14) | B2B Order | Ordered 7 units from Maker ID 5 for 23232517 yen
Week 1 | Auto Dealer H (ID: 14) | B2B Order | Ordered 7 units from Maker ID 2 for 23590840 yen
Week 1 | Auto Dealer H (ID: 14) | B2B Order | Ordered 8 units from Maker ID 2 for 26960960 yen
Week 1 | Auto Dealer H (ID: 14) | B2B Order | Ordered 8 units from Maker ID 4 for 26350928 yen
Week 1 | Auto Dealer H (ID: 14) | B2B Order | Ordered 8 units from Maker ID 4 for 26350928 yen
Week 1 | Auto Dealer H (ID: 14) | B2B Order | Ordered 8 units from Maker ID 4 for 26350928 yen
Week 1 | Auto Dealer H (ID: 14) | B2B Order | Ordered 7 units from Maker ID 6 for 23233504 yen
Week 1 | Auto Dealer H (ID: 14) | B2B Order | Ordered 7 units from Maker ID 5 for 23232517 yen
Week 1 | Auto Dealer H (ID: 14) | B2B Order | Ordered 7 units from Maker ID 2 for 23590840 yen
Week 1 | Auto Dealer H (ID: 14) | B2B Order | Ordered 8 units from Maker ID 3 for 26354168 yen
Week 1 | Auto Dealer H (ID: 14) | B2B Order | Ordered 7 units from Maker ID 3 for 23059897 yen
Week 1 | Auto Dealer H (ID: 14) | B2B Order | Ordered 7 units from Maker ID 3 for 23059897 yen
Week 1 | Auto Dealer H (ID: 14) | B2B Order | Ordered 7 units from Maker ID 5 for 23232517 yen
Week 1 | Auto Dealer H (ID: 14) | B2B Order | Ordered 7 units from Maker ID 1 for 22656347 yen
Week 1 | Auto Dealer H (ID: 14) | B2B Order | Ordered 7 units from Maker ID 3 for 23059897 yen
Week 1 | Auto Dealer H (ID: 14) | B2B Order | Ordered 7 units from Maker ID 2 for 23590840 yen
Week 1 | Auto Dealer H (ID: 14) | B2B Order | Ordered 7 units from Maker ID 3 for 23059897 yen
Week 1 | Auto Dealer H (ID: 14) | B2B Order | Ordered 7 units from Maker ID 3 for 23059897 yen
Week 1 | Auto Dealer H (ID: 14) | B2B Order | Ordered 7 units from Maker ID 1 for 22656347 yen
Week 1 | Auto Dealer H (ID: 14) | B2B Order | Ordered 6 units from Maker ID 1 for 19419726 yen
Week 1 | Auto Dealer H (ID: 14) | B2B Order | Ordered 7 units from Maker ID 2 for 23590840 yen
Week 1 | Auto Dealer H (ID: 14) | B2B Order | Ordered 7 units from Maker ID 5 for 23232517 yen
Week 1 | Auto Dealer H (ID: 14) | B2B Order | Ordered 7 units from Maker ID 6 for 23233504 yen
Week 1 | Auto Dealer H (ID: 14) | B2B Order | Ordered 6 units from Maker ID 4 for 19763196 yen
Week 1 | Auto Dealer H (ID: 14) | B2B Order | Ordered 7 units from Maker ID 5 for 23232517 yen
Week 1 | Auto Dealer H (ID: 14) | B2B Order | Ordered 6 units from Maker ID 4 for 19763196 yen
Week 1 | Auto Dealer H (ID: 14) | B2B Order | Ordered 4 units from Maker ID 4 for 13175464 yen
Week 1 | Auto Dealer H (ID: 14) | Advertising | Brand Ad (Budget: 50000000)
Week 1 | Auto Dealer I (ID: 15) | HR Hiring Offer | Offered 2480000 yen to NPC_5552 (ID: 24305)
Week 1 | Auto Dealer I (ID: 15) | HR Hiring Offer | Offered 2000000 yen to NPC_3830 (ID: 24379)
Week 1 | Auto Dealer I (ID: 15) | HR Hiring Offer | Offered 3200000 yen to NPC_5813 (ID: 24378)
Week 1 | Auto Dealer I (ID: 15) | HR Promotion | Promoted NPC_1435 to CxO
Week 1 | Auto Dealer I (ID: 15) | HR Promotion | Promoted NPC_1584 to CxO
Week 1 | Auto Dealer I (ID: 15) | B2B Order | Ordered 7 units from Maker ID 4 for 23057062 yen
Week 1 | Auto Dealer I (ID: 15) | B2B Order | Ordered 7 units from Maker ID 2 for 23590840 yen
Week 1 | Auto Dealer I (ID: 15) | B2B Order | Ordered 8 units from Maker ID 3 for 26354168 yen
Week 1 | Auto Dealer I (ID: 15) | B2B Order | Ordered 7 units from Maker ID 6 for 23233504 yen
Week 1 | Auto Dealer I (ID: 15) | B2B Order | Ordered 7 units from Maker ID 1 for 22656347 yen
Week 1 | Auto Dealer I (ID: 15) | B2B Order | Ordered 7 units from Maker ID 1 for 22656347 yen
Week 1 | Auto Dealer I (ID: 15) | B2B Order | Ordered 7 units from Maker ID 6 for 23233504 yen
Week 1 | Auto Dealer I (ID: 15) | B2B Order | Ordered 8 units from Maker ID 4 for 26350928 yen
Week 1 | Auto Dealer I (ID: 15) | B2B Order | Ordered 7 units from Maker ID 1 for 22656347 yen
Week 1 | Auto Dealer I (ID: 15) | B2B Order | Ordered 7 units from Maker ID 4 for 23057062 yen
Week 1 | Auto Dealer I (ID: 15) | B2B Order | Ordered 7 units from Maker ID 3 for 23059897 yen
Week 1 | Auto Dealer I (ID: 15) | B2B Order | Ordered 6 units from Maker ID 2 for 20220720 yen
Week 1 | Auto Dealer I (ID: 15) | B2B Order | Ordered 7 units from Maker ID 1 for 22656347 yen
Week 1 | Auto Dealer I (ID: 15) | B2B Order | Ordered 7 units from Maker ID 1 for 22656347 yen
Week 1 | Auto Dealer I (ID: 15) | B2B Order | Ordered 7 units from Maker ID 3 for 23059897 yen
Week 1 | Auto Dealer I (ID: 15) | B2B Order | Ordered 7 units from Maker ID 3 for 23059897 yen
Week 1 | Auto Dealer I (ID: 15) | B2B Order | Ordered 7 units from Maker ID 5 for 23232517 yen
Week 1 | Auto Dealer I (ID: 15) | B2B Order | Ordered 7 units from Maker ID 4 for 23057062 yen
Week 1 | Auto Dealer I (ID: 15) | B2B Order | Ordered 6 units from Maker ID 2 for 20220720 yen
Week 1 | Auto Dealer I (ID: 15) | B2B Order | Ordered 7 units from Maker ID 1 for 22656347 yen
Week 1 | Auto Dealer I (ID: 15) | B2B Order | Ordered 6 units from Maker ID 3 for 19765626 yen
Week 1 | Auto Dealer I (ID: 15) | B2B Order | Ordered 6 units from Maker ID 5 for 19913586 yen
Week 1 | Auto Dealer I (ID: 15) | B2B Order | Ordered 7 units from Maker ID 3 for 23059897 yen
Week 1 | Auto Dealer I (ID: 15) | B2B Order | Ordered 6 units from Maker ID 4 for 19763196 yen
Week 1 | Auto Dealer I (ID: 15) | B2B Order | Ordered 7 units from Maker ID 4 for 23057062 yen
Week 1 | Auto Dealer I (ID: 15) | B2B Order | Ordered 6 units from Maker ID 2 for 20220720 yen
Week 1 | Auto Dealer I (ID: 15) | B2B Order | Ordered 6 units from Maker ID 6 for 19914432 yen
Week 1 | Auto Dealer I (ID: 15) | B2B Order | Ordered 7 units from Maker ID 6 for 23233504 yen
Week 1 | Auto Dealer I (ID: 15) | B2B Order | Ordered 6 units from Maker ID 6 for 19914432 yen
Week 1 | Auto Dealer I (ID: 15) | B2B Order | Ordered 7 units from Maker ID 5 for 23232517 yen
Week 1 | Auto Dealer I (ID: 15) | B2B Order | Ordered 6 units from Maker ID 5 for 19913586 yen
Week 1 | Auto Dealer I (ID: 15) | B2B Order | Ordered 6 units from Maker ID 6 for 19914432 yen
Week 1 | Auto Dealer I (ID: 15) | B2B Order | Ordered 6 units from Maker ID 3 for 19765626 yen
Week 1 | Auto Dealer I (ID: 15) | B2B Order | Ordered 7 units from Maker ID 4 for 23057062 yen
Week 1 | Auto Dealer I (ID: 15) | B2B Order | Ordered 6 units from Maker ID 3 for 19765626 yen
Week 1 | Auto Dealer I (ID: 15) | B2B Order | Ordered 1 units from Maker ID 5 for 3318931 yen
Week 1 | Auto Dealer I (ID: 15) | Advertising | Brand Ad (Budget: 50000000)
Week 1 | Auto Dealer J (ID: 16) | HR Hiring Offer | Offered 2560000 yen to NPC_4172 (ID: 24505)
Week 1 | Auto Dealer J (ID: 16) | HR Hiring Offer | Offered 3040000 yen to NPC_8047 (ID: 24214)
Week 1 | Auto Dealer J (ID: 16) | HR Hiring Offer | Offered 3440000 yen to NPC_4176 (ID: 24466)
Week 1 | Auto Dealer J (ID: 16) | HR Promotion | Promoted NPC_6405 to CxO
Week 1 | Auto Dealer J (ID: 16) | HR Promotion | Promoted NPC_7934 to CxO
Week 1 | Auto Dealer J (ID: 16) | HR Promotion | Promoted NPC_2500 to CxO
Week 1 | Auto Dealer J (ID: 16) | HR Promotion | Promoted NPC_8415 to CxO
Week 1 | Auto Dealer J (ID: 16) | B2B Order | Ordered 9 units from Maker ID 1 for 29129589 yen
Week 1 | Auto Dealer J (ID: 16) | B2B Order | Ordered 8 units from Maker ID 6 for 26552576 yen
Week 1 | Auto Dealer J (ID: 16) | B2B Order | Ordered 8 units from Maker ID 3 for 26354168 yen
Week 1 | Auto Dealer J (ID: 16) | B2B Order | Ordered 8 units from Maker ID 4 for 26350928 yen
Week 1 | Auto Dealer J (ID: 16) | B2B Order | Ordered 8 units from Maker ID 4 for 26350928 yen
Week 1 | Auto Dealer J (ID: 16) | B2B Order | Ordered 8 units from Maker ID 6 for 26552576 yen
Week 1 | Auto Dealer J (ID: 16) | B2B Order | Ordered 8 units from Maker ID 1 for 25892968 yen
Week 1 | Auto Dealer J (ID: 16) | B2B Order | Ordered 8 units from Maker ID 4 for 26350928 yen
Week 1 | Auto Dealer J (ID: 16) | B2B Order | Ordered 7 units from Maker ID 2 for 23590840 yen
Week 1 | Auto Dealer J (ID: 16) | B2B Order | Ordered 8 units from Maker ID 4 for 26350928 yen
Week 1 | Auto Dealer J (ID: 16) | B2B Order | Ordered 7 units from Maker ID 3 for 23059897 yen
Week 1 | Auto Dealer J (ID: 16) | B2B Order | Ordered 8 units from Maker ID 5 for 26551448 yen
Week 1 | Auto Dealer J (ID: 16) | B2B Order | Ordered 8 units from Maker ID 6 for 26552576 yen
Week 1 | Auto Dealer J (ID: 16) | B2B Order | Ordered 8 units from Maker ID 5 for 26551448 yen
Week 1 | Auto Dealer J (ID: 16) | B2B Order | Ordered 7 units from Maker ID 1 for 22656347 yen
Week 1 | Auto Dealer J (ID: 16) | B2B Order | Ordered 8 units from Maker ID 1 for 25892968 yen
Week 1 | Auto Dealer J (ID: 16) | B2B Order | Ordered 7 units from Maker ID 5 for 23232517 yen
Week 1 | Auto Dealer J (ID: 16) | B2B Order | Ordered 8 units from Maker ID 2 for 26960960 yen
Week 1 | Auto Dealer J (ID: 16) | B2B Order | Ordered 8 units from Maker ID 6 for 26552576 yen
Week 1 | Auto Dealer J (ID: 16) | B2B Order | Ordered 8 units from Maker ID 4 for 26350928 yen
Week 1 | Auto Dealer J (ID: 16) | B2B Order | Ordered 7 units from Maker ID 5 for 23232517 yen
Week 1 | Auto Dealer J (ID: 16) | B2B Order | Ordered 8 units from Maker ID 6 for 26552576 yen
Week 1 | Auto Dealer J (ID: 16) | B2B Order | Ordered 7 units from Maker ID 5 for 23232517 yen
Week 1 | Auto Dealer J (ID: 16) | B2B Order | Ordered 7 units from Maker ID 1 for 22656347 yen
